ry0nAQiUn8bpNAruY_5wfw,Scalino,Italian,"'659 Manhattan Ave, Brooklyn, NY 11222'",40.7244699,-73.95151,4.5,255,$$,26:09.5
7_hGsGEkHrjgAiYVjrCFnw,Carbone,Italian,"'181 Thompson St, New York, NY 10012'",40.728,-74.0001497,4,1141,$$$$,26:09.5
raqwXUBlnc0e8c7CYmxEJQ,Scarpetta,Italian,"'88 Madison Ave, New York, NY 10016'",40.744509,-73.9856,4,1944,$$$,26:09.5
I2lgw_7DUnwD92ND4PN-Ow,Aunt Jake's,Italian,"'133 Mulberry St, New York, NY 10013'",40.7186467,-73.9979241,4,1503,$$,26:09.5
twHJyFgUSd7wzioKQjE7Jw,Galli,Italian,"'45 Mercer St, New York, NY 10013'",40.72161,-74.00127,4,951,$$,26:09.5
_s56OqZ8zY-q4Jn9I_iVOg,Marezzata,Italian,"'231 E 50th St, New York, NY 10022'",40.755506,-73.969422,5,7,$$,26:09.5
h37t9rA06Sr4EetJjKrfzw,Don Angie,Italian,"'103 Greenwich Ave, New York, NY 10014'",40.73778,-74.00197,4.5,368,$$$,26:09.5
r2nIYBSyXny1-7XvsL2PVg,Lena's Italian Kitchen,Italian,"'551 2nd Ave, New York, NY 10016'",40.742664,-73.977783,4.5,208,$$,26:09.5
s5nPO911cYB2chdwqSqT9g,La Nonna Ristorante & Bar,Italian,"'184 Kent Ave, Brooklyn, NY 11249'",40.71846879,-73.96391855,4,312,$$,26:09.5
ZTsN8TdMXl8SW_AKd_ablw,Forno Rosso,Italian,"'327 Gold St, Brooklyn, NY 11201'",40.694467,-73.98293,4.5,689,$$,26:09.5
1mp7uP6Kz_Zz4UClVfnjFQ,Testo,Italian,"'141 Leonard St, Brooklyn, NY 11206'",40.708337,-73.946965,4.5,206,$$,26:09.5
15k7iqFbhf4h8L01yggLqg,Song E Napule,Italian,"'146 W Houston St, New York, NY 10012'",40.72813,-74.00188,4.5,512,$$,26:09.5
M4pCWzdBCkp2g_d834a7Hw,Sauce,Italian,"'78 Rivington St, New York, NY 10002'",40.72051218,-73.98940029,4,819,$$,26:09.5
RXCCofQw1EjTcSN0ZeXfRA,Risotteria Melotti NYC,Italian,"'309 E 5th St, New York, NY 10003'",40.72667336,-73.98809195,4.5,323,$$,26:09.5
XHhRAKq6DArQXYhkgvwaow,Spaghetti Incident,Italian,"'231 Eldridge St, New York, NY 10002'",40.72231534,-73.98994543,4,598,$$,26:09.5
a0IET3_yCFcO36OqGSsisg,Eataly Flatiron,Italian,"'200 5th Ave, New York, NY 10010'",40.74195878,-73.98971666,4,5653,$$,26:09.5
_N92SH1Zi-Hbxn_bNHFz0Q,Noodle Pudding,Italian,"'38 Henry St, Brooklyn, NY 11201'",40.69979,-73.99203,4,567,$$,26:09.5
KogxM0x2p9auUyU4h4CAqQ,Cremini's,Italian,"'521 Court St, Brooklyn, NY 11231'",40.674968,-73.999242,5,26,$$,26:09.5
JyXn_GCGM2DsNYIzgzQrDw,Da Gennaro,Italian,"'129 Mulberry St, New York, NY 10013'",40.71832,-73.99794,4,1038,$$,26:10.3
tJxAlyeT5PRbUIyJ2wsv-A,Bamonte's,Italian,"'32 Withers St, Brooklyn, NY 11211'",40.716579,-73.951174,4,350,$$,26:10.3
rJfGgBleDYCVq2rkBr_w-Q,Barano,Italian,"'26 Broadway, Brooklyn, NY 11249'",40.710372,-73.96794,4.5,268,$$$,26:10.3
OwDRIugcA4LkUuTRqpJsog,Naked Dog,Italian,"'47 Java St, Greenpoint, NY 11222'",40.73127207,-73.95934936,4.5,231,$$,26:10.3
rJJiGJx3kfMAxtD7P7okHQ,Celeste Restaurant,Italian,"'502 Amsterdam Ave, New York, NY 10024'",40.78666,-73.97599,3.5,905,$$,26:10.3
LRgB2kEKtBxqIxNksTO_PQ,Patrizia's - Williamsburg,Italian,"'35 Broadway, Brooklyn, NY 11249'",40.71091543,-73.96736377,4,673,$$,26:10.3
#NAME?,Babbo,Italian,"'110 Waverly Pl, New York, NY 10011'",40.732283,-73.999284,4,2407,$$$$,26:10.3
6Z5OWpaeGGazJHR4LfThsw,Palma,Italian,"'28 Cornelia St, New York, NY 10014'",40.73115,-74.00233,4,742,$$$,26:10.3
q3_FgDWWuXcVGiNuo_OPBQ,Fiaschetteria Pistoia,Italian,"'647 E 11th St, New York, NY 10009'",40.72666,-73.9773,4,181,$$,26:10.3
lwfCl81r5a0mjxDNxNGC9w,Il Buco,Italian,"'47 Bond St, New York, NY 10012'",40.72583,-73.99299,4,685,$$$,26:10.3
TWH4MjLtN1fKlF-7n6YXHg,Lil Frankie's,Italian,"'19 1st Ave, New York, NY 10003'",40.723625,-73.988555,4,1154,$$,26:10.3
Z67mgMkN3RfdPEX5mXsyYA,Piacere,Italian,"'351 Broome St, New York, NY 10013'",40.7196979,-73.9951175,4,671,$$,26:10.3
ZVa3-O6LMxZXSpKG0J1h-w,Piccolo Angolo Restaurant,Italian,"'621 Hudson St, New York, NY 10014'",40.73786019,-74.00580525,4,554,$$,26:10.3
DynFEEWtMX76qeqviUbOdA,Mille Nonne,Italian,"'88 Essex St, Store 47, New York, NY 10002'",40.71821,-73.98815,4.5,37,$$,26:10.3
LfRiA6RORToZUSJUHkZBVA,Frankies 457 Spuntino,Italian,"'457 Court St, Brooklyn, NY 11231'",40.677328,-73.997972,4,829,$$,26:10.3
KCBfW6sWl9Gx-LvMff08jg,Osteria Morini,Italian,"'218 Lafayette St, New York, NY 10012'",40.72191799,-73.99764721,4,1180,$$$,26:10.3
HiNUBUR1hFwScd_OvVLQAg,La Pecora Bianca,Italian,"'1133 Broadway, New York, NY 10010'",40.74358,-73.9892,4,635,$$,26:10.3
dc3hkLkAqCSxDWQzrx-g9A,Quality Italian,Italian,"'57 W 57th St, New York, NY 10019'",40.76440445,-73.97678051,4,1081,$$$,26:10.3
0Tvwk0hvgaY0QVIsZGTZKQ,Antica Ristorante,Italian,"'8 Stone St, New York, NY 10004'",40.70393551,-74.01217318,4.5,502,$$$,26:10.3
fuS39acPaRi38DhSSwEI4Q,Felice,Italian,"'15 Gold St, New York, NY 10038'",40.70789,-74.00712,4,378,$$,26:10.3
HodL0fXoF08C3Ir-kLeTtw,Forma Pasta Factory,Italian,"'14 Bedford Ave, Brooklyn, NY 11222'",40.72371,-73.95157,4.5,235,$$,26:10.3
H_KyiRhwho8rdlw_R93_0Q,Marea,Italian,"'240 Central Park S, New York, NY 10019'",40.76742137,-73.98105544,4,2100,$$$,26:10.3
bdKc4CSJPv-XLgxVwrtPrg,Forlini's Restaurant,Italian,"'93 Baxter St, New York, NY 10013'",40.71695,-73.99957,4.5,448,$$$,26:10.3
mPHPVJ2-8mOR-lFHafrc6w,Evelina,Italian,"'211 Dekalb Ave, Brooklyn, NY 11205'",40.689722,-73.971003,4.5,205,$$$,26:10.3
iEUXrUUqGfUhpgYYSr5Zig,Da Nico Ristorante,Italian,"'164 Mulberry St, New York, NY 10013'",40.71963,-73.99691,4,795,$$,26:10.3
vyoA8dxwScuMV_AsTcjQcg,L & B Spumoni Gardens,Italian,"'2725 86th St, Brooklyn, NY 11223'",40.594715,-73.981316,4,3920,$,26:10.3
15d_Y6TVOQFD2KRVkxuAjw,Baci & Abbracci,Italian,"'204 Grand St, Brooklyn, NY 11211'",40.71390152,-73.96044922,4,316,$$,26:10.3
DI_FoHY84hfzTWwlzF76aw,Benito One,Italian,"'174 Mulberry St, New York, NY 10013'",40.72001885,-73.99694122,4,725,$$,26:10.3
WYhRkUATHRyXZrE55MArbA,Scalini Fedeli,Italian,"'165 Duane St, New York, NY 10013'",40.71739644,-74.00932775,4.5,314,$$$$,26:10.3
b6jOwyX4iaagw8YjXqq1sA,Antonio's Trattoria,Italian,"'2370 Belmont Ave, Bronx, NY 10458'",40.854131,-73.886601,4.5,826,$$,26:10.3
GjEE8vvjqb7eeHA3BGNxAw,Barolo East,Italian,"'214 E 49th St, New York, NY 10017'",40.75481,-73.97059,4.5,150,$$,26:10.3
NAlOPUbFQVE0bUu8_wmBLQ,Rezd?ra,Italian,"'27 E 20th St, New York, NY 10003'",40.73901,-73.9891,4,239,$$,26:10.3
5DoCTugT9AF-P3VspApsyQ,Aita Trattoria,Italian,"'798A Franklin Ave, Crown Heights, NY 11238'",40.67120951,-73.95792556,4,186,$$,26:10.3
AUifp6IDKzmorCM6vY2fug,Pepe Giallo,Italian,"'195 10th Ave, New York, NY 10011'",40.74689401,-74.00498968,4,659,$$,26:10.3
uPWyvfh5qSrVbujhjsDiiw,Oregano,Italian,"'102 Berry St, Brooklyn, NY 11249'",40.7190165,-73.9586248,4,413,$$,26:10.3
vVVmHacu2YAxKfpIjhfd1g,NORMA Gastronomia Siciliana,Italian,"'438 3rd Ave, New York, NY 10016'",40.743553,-73.980026,4.5,428,$$,26:10.3
JLpEKUYAtzBRQwsUL3RPIA,Il Corso,Italian,"'54 W 55th St, New York, NY 10019'",40.762441,-73.977206,4.5,354,$$$,26:10.3
6aVgixwks8EgirE1JtyDAQ,John's of 12th Street,Italian,"'302 E 12th St, New York, NY 10003'",40.730685,-73.985502,4,713,$$,26:10.3
MeUq9lombxM9alxs64tejQ,Pepolino Restaurant,Italian,"'281 W Broadway, New York, NY 10013'",40.720756,-74.004885,4,554,$$$,26:10.3
4Kqzy6WJBZ4Tc0cg6k2XNQ,Vinny's of Carroll Gardens,Italian,"'295 Smith St, Brooklyn, NY 11231'",40.682103,-73.993438,4,219,$$,26:10.3
aJJlY5xvqS180wtRIHEWqA,Cotenna,Italian,"'21 Bedford St, New York, NY 10014'",40.72903,-74.00357,4,403,$$,26:10.3
eWMuXtaBzf0H5u0Vf_zpjw,Ciccio,Italian,"'190 6th Ave, New York, NY 10013'",40.72632633,-74.00344712,4.5,283,$$,26:10.3
4j_n7nPaZrp6_lEInZaA8Q,Aita,Italian,"'132 Greene Ave, Brooklyn, NY 11238'",40.686412,-73.966629,4,268,$$,26:10.3
skLDCHQcmivdGx5Qd_qBIA,Il Passatore,Italian,"'14 Bushwick Ave, Brooklyn, NY 11211'",40.71431,-73.94217,4,378,$$,26:10.3
53ZNJNrT91VgvrI0LFjLNQ,Locanda Vini e Olii,Italian,"'129 Gates Ave, Brooklyn, NY 11238'",40.685007,-73.962943,4,309,$$$,26:10.3
5k_jwjhdFMPUNWhouGNzuA,Misi,Italian,"'329 Kent Ave, Brooklyn, NY 11249'",40.71341,-73.96662,4,313,$$$,26:10.3
MOwB9YYd-Ko6nVgSB-ltQw,Briciola,Italian,"'370 W 51st St, New York, NY 10019'",40.7637997,-73.98809195,4,847,$$,26:10.3
3o0W7asUgP7EEKn8iFWFyA,Casa Nonna,Italian,"'310 W 38th St, New York, NY 10018'",40.75496,-73.99247,4,539,$$$,26:10.3
aSprnLY-6GkMk1cuv0TMeA,Al Di La Trattoria,Italian,"'248 5th Ave, Brooklyn, NY 11215'",40.67533264,-73.98134048,4,897,$$$,26:10.3
ZfyfGGtr7usMlsQP1LdU2g,Ornella Trattoria Italiana,Italian,"'29-17 23rd Ave, Astoria, NY 11105'",40.7748162,-73.9132582,4,935,$$,26:10.3
vhqFa_0SG9M7Ra1OTmfB9A,LaRina Pastificio & Vino,Italian,"'387 Myrtle Ave, Brooklyn, NY 11205'",40.69336319,-73.97041321,4,157,$$,26:11.1
Be1Y-vAEMgo7lqL5alXgDA,Taverna Di Bacco,Italian,"'175 Ludlow St, New York, NY 10002'",40.72191,-73.98768,4,282,$$,26:11.1
Ve6GVzzJpR5QIIPdcn6ViQ,Mercato,Italian,"'352 W 39th St, New York, NY 10018'",40.75619,-73.9937,4,893,$$,26:11.1
lVxpytILknL12ykhGpoENQ,Nostro East Village,Italian,"'75 2nd Ave, New York, NY 10003'",40.726591,-73.9895454,4.5,76,$$,26:11.1
hzPBADaUBQEL30MGrvKsww,Il Tinello Ristorante Italiano,Italian,"'16 W 56th St, New York, NY 10019'",40.76256,-73.97566,4.5,282,$$$$,26:11.1
abZ-mEvF6Tj4hfyIg0lKwQ,Vite Vinosteria,Italian,"'31-05 34th St, Astoria, NY 11106'",40.76297343,-73.92119564,4.5,594,$$,26:11.1
LTi4_wcCVmqQeJ_jgTEbOQ,Emporio,Italian,"'231 Mott St, New York, NY 10012'",40.722647,-73.995246,4,786,$$,26:11.1
_V7YsDQ4Lb41rqfkuPzm1w,Trattoria Pesce Pasta,Italian,"'262 Bleecker St, New York, NY 10014'",40.73115,-74.00319,4,247,$$,26:11.1
hFmz7HH2og9hn7xNNv20yw,Il Porto Ristorante,Italian,"'37 Washington Ave, Brooklyn, NY 11205'",40.6974427,-73.9675197,4,338,$$,26:11.1
8qSOz7oTPUUCafsMOBBNEQ,Pisillo Italian Panini,Italian,"'97 Nassau St, New York, NY 10038'",40.710558,-74.007594,4.5,606,$$,26:11.1
zo4JHfD2nWPUiqgsgDOaHQ,Rao's,Italian,"'455 E 114th St, New York, NY 10029'",40.79392,-73.93427,4,177,$$$$,26:11.1
CFR-HzVHKWRMpMAR3LAhzg,Montesacro Pinseria Brooklyn,Italian,"'432 Union Ave, Brooklyn, NY 11211'",40.71338,-73.95136,4.5,98,$$,26:11.1
jnHbdsqlTKlPcmJ8BCP9-g,Via Carota,Italian,"'51 Grove St, New York, NY 10014'",40.73314823,-74.00366777,4,598,$$$,26:11.1
oUVX94JtKyLPXozC2hemCg,Manetta's Ristorante,Italian,"'1076 Jackson Ave, Long Island City, NY 11101'",40.742669,-73.951806,4,389,$$,26:11.1
pk89jzL1RsE9U0thf_z6tw,Locanda Verde,Italian,"'377 Greenwich St, New York, NY 10013'",40.71986013,-74.01003907,4,1646,$$$,26:11.1
Pu09oBx1ekEZiFt90PsSIw,Tableside Italian Cook Shoppe,Italian,"'345 E 6th St, New York, NY 10003'",40.7266287,-73.9863384,4.5,284,$$$,26:11.1
l7OsDvMOO3ji3fg0nT0QzA,Tony's Di Napoli,Italian,"'1081 3rd Ave, New York, NY 10065'",40.76441,-73.96427,4,702,$$,26:11.1
ZamvzoxEKiJEboO0ZUdogw,Amici Ristorante,Italian,"'165 Mulberry St, New York, NY 10013'",40.71981,-73.99722,4.5,27,$$,26:11.1
32VbG_XgkZIuye0PV-BxaA,Zero Otto Nove,Italian,"'15 W 21st St, New York, NY 10010'",40.7407551,-73.99148874,4,478,$$,26:11.1
N-rwVhnEtXg8yY_TlB_KZw,Del Posto,Italian,"'85 10th Ave, New York, NY 10011'",40.7434156,-74.00753301,4,1431,$$$$,26:11.1
6eqrk1wCQMww_ejze5gvsg,Forsythia,Italian,"'9 Stanton St, New York, NY 10002'",40.7225353,-73.992492,5,28,$$,26:11.1
wLzJbddDixAEZrF7VT6_hw,Bono Trattoria,Italian,"'3658 Broadway, New York, NY 10031'",40.83019964,-73.94734494,4,319,$$,26:11.1
d5ya04K-2A_hI3Xzqe1HeA,Caffe Buon Gusto,Italian,"'236 E 77th St, New York, NY 10075'",40.77249,-73.95713,4,531,$$,26:11.1
U8Ljrx-w5otdMZNFhw5piw,La Villa,Italian,"'261 5th Ave, Brooklyn, NY 11215'",40.67433191,-73.98169494,4,530,$$,26:11.1
tLZfepIfSf0a80zHQTbTGQ,Trattoria Zero Otto Nove,Italian,"'2357 Arthur Ave, Bronx, NY 10458'",40.854779,-73.888474,4,782,$$,26:11.1
AAQDZdKhtcX7otmOfOF9nw,Gino's Restaurant,Italian,"'7414 5th Ave, Brooklyn, NY 11209'",40.63,-74.02274,4,683,$$,26:11.1
JSexQM-wn8HvWmfxu_m5ZA,Gnocco,Italian,"'337 E 10th St, New York, NY 10009'",40.72723,-73.98021,3.5,486,$$,26:11.1
IIsJN_ilLI36zGAF3SMCCQ,La Piccola Cucina,Italian,"'964 Amsterdam Ave, New York, NY 10025'",40.8015,-73.96534,4,116,$$,26:11.1
EL5Y6BSinmUte5VW4Eh54Q,Frank,Italian,"'88 2nd Ave, New York, NY 10003'",40.72684832,-73.9887172,3.5,701,$$,26:11.1
5V4cUVikPN8ALWXBVdjltw,Mariella,Italian,"'492 6th Ave, Brooklyn, NY 11215'",40.6662419,-73.985749,4.5,341,$$,26:11.1
FRp1NwIyp6tkDU986cJkXQ,Piccola Cucina Estiatorio,Italian,"'75 Thompson St, New York, NY 10012'",40.7246,-74.0029799,4.5,111,$$,26:11.1
25npnVAlhRjguunYS8zy8w,Piccola Strada,Italian,"'77 E 4th St, New York, NY 10003'",40.72662,-73.99019,4.5,201,$$,26:11.1
XvEz60Y0NbLxooK9AmRU8g,Piccoli Trattoria,Italian,"'522 6th Ave, Brooklyn, NY 11215'",40.665184,-73.98654,4.5,492,$$,26:11.1
DtnlLLvcqeEUIyZTypHnzw,Il Mulino New York - Downtown,Italian,"'86 W 3rd St, New York, NY 10012'",40.729807,-73.999159,4,553,$$$$,26:11.1
TO9IICJjvcg1QhLVnap9fA,Cent'Anni,Italian,"'742 Franklin Ave, Brooklyn, NY 11238'",40.67309074,-73.95734922,4,440,$$,26:11.1
7EAj8VJX_DoKlZdCJBE4Pg,La Bella Vita,Italian,"'163 Mulberry St, New York, NY 10013'",40.719816,-73.997403,4,407,$$,26:11.1
Fit_iIDn__NPVZpVlKFBFQ,Osteria 106,Italian,"'53 W 106 St, New York, NY 10025'",40.79894,-73.96174,4.5,137,$$,26:11.1
e-XgOOm0X4Lk-gAX45Bj1Q,Baciccia Pizza e Cucina,Italian,"'426A 7th Ave, Brooklyn, NY 11215'",40.663816,-73.98448,4.5,118,$$,26:11.1
26emJlm1YMFyOCezfgVk4g,Da Raffaele,Italian,"'883 First Ave, New York, NY 10022'",40.75353869,-73.96660108,4.5,184,$$,26:11.1
YFvF4r2D-wJOgJAOvanaZQ,Gnoccheria By Luzzo's,Italian,"'234 E 4th St, New York, NY 10009'",40.723315,-73.983139,4,426,$$,26:11.1
wZkZmjZEJDraLJgAalnHvA,Pisticci,Italian,"'125 La Salle St, New York, NY 10027'",40.8141624,-73.960288,4,879,$$,26:11.1
7cjT33LfYSk7vrRdEaSr4w,Angeletto Restaurant,Italian,"'890 2nd Ave, New York, NY 10017'",40.753188,-73.969365,4.5,222,$$,26:11.1
vbGqzhH_exG5HOG1I23kvg,Park Side Restaurant,Italian,"'107-01 Corona Ave, Corona, NY 11368'",40.743843,-73.856118,4,739,$$$,26:11.1
3n96VKiKG5Tte8z-U-TaLg,SoleLuna Restaurant,Italian,"'40-01 Queens Blvd, Sunnyside, NY 11104'",40.74399345,-73.92404214,4.5,413,$$,26:11.1
_WttOSi2_ggdvUI6GvaqTg,Da Nonna Rosa,Italian,"'140 7th Ave, Brooklyn, NY 11215'",40.67291,-73.97697,4,364,$$,26:11.1
fH8DkdRerw5LJ7fZZHRfeA,Leuca,Italian,"'111 N 12th St, The William Vale Hotel, Brooklyn, NY 11249'",40.722121,-73.956678,4,330,$$$,26:11.1
cGqMEMQFtkB3hIGfLy2R3A,Bar Pitti,Italian,"'268 Ave Of The Americas, New York, NY 10014'",40.729047,-74.002153,3.5,1058,$$,26:11.1
l7Z0p-PkSwIDPLPY1TRl8A,Emilio's Ballato,Italian,"'55 E Houston St, New York, NY 10012'",40.7244923,-73.9944022,4,354,$$$,26:11.1
5EQOEAkH2Qh3Rv1TcnE7yA,Fiaschetteria Pistoia,Italian,"'114 Christopher St, New York, NY 10014'",40.73316,-74.00537,4,63,$$,26:11.1
Q1_UvNyONsaVS_VC1mD9Dw,Osteria Cotta,Italian,"'513 Columbus Ave, New York, NY 10024'",40.78554,-73.97263,4,897,$$,26:11.1
hDj_0pbi4mFR5p1H1w6igw,Misirizzi,Italian,"'36 E 4th St, New York, NY 10003'",40.7272,-73.99228,4.5,142,$$,26:12.0
Aazjxg21VH2cncWYBAv68Q,Sottocasa Pizzeria,Italian,"'298 Atlantic Ave, Brooklyn, NY 11201'",40.688285,-73.989006,4.5,643,$$,26:12.0
XfOa_KyrV7JSFJMOKckGMg,Monte's Trattoria,Italian,"'97 Macdougal St, New York, NY 10012'",40.72959,-74.0011,4,360,$$,26:12.0
acXWoQ2wZnpzRV-0V58YTQ,Bevacco,Italian,"'60 Henry St, Brooklyn, NY 11201'",40.6992683,-73.9923096,3.5,245,$$,26:12.0
#NAME?,da Umberto,Italian,"'107 W 17th St, New York, NY 10011'",40.73966599,-73.99582672,4,174,$$$,26:12.0
3D6UAhoKnF3A03rX_v5ngA,Bacaro,Italian,"'136 Division St, New York, NY 10002'",40.71456,-73.99154,4,391,$$$,26:12.0
R3gSQGB3aEmVpwbKIgOPqg,Fabio Cucina Italiana,Italian,"'214 E 52nd St, New York, NY 10022'",40.75667,-73.96912,4.5,344,$$$,26:12.0
Z-QmxQZAJEy5GXqA82Bemw,Da Toscano,Italian,"'24 Minetta Ln, New York, NY 10012'",40.73045,-74.0013,5,30,$$,26:12.0
clOFor0bFSjse7EUfdRacg,Faro,Italian,"'436 Jefferson St, Brooklyn, NY 11237'",40.707407,-73.922839,4,282,$$$,26:12.0
uYHN9Vw3V1ajDGRnNDtbYw,Michael's of Brooklyn,Italian,"'2929 Ave R, Brooklyn, NY 11229'",40.607633,-73.9428922,4.5,250,$$$,26:12.0
78TCGIG1eHMYdyvMpFdDbQ,Follia NYC,Italian,"'179 3rd Ave, New York, NY 10003'",40.73492432,-73.98558807,4,192,$$,26:12.0
MCnexHfsclcOpLHS4_2U0A,San Carlo Osteria Piemonte,Italian,"'90 Thompson St, New York, NY 10012'",40.72517,-74.00212,4.5,213,$$$,26:12.0
nBy8KtcUHktPFKw-VClG1A,La Pecora Bianca,Italian,"'950 2nd Ave, New York, NY 10022'",40.75495,-73.9682718,3.5,247,$$,26:12.0
BXiX5-ce4NNxsw7eUDZeOg,Giovanni's Brooklyn Eats,Italian,"'1657 8th Ave, Brooklyn, NY 11215'",40.6601105,-73.9835205,4,479,$$,26:12.0
nTt5cLJVcmBdM640izladw,Carmentas Italian Specialties,Italian,"'50 Starr St, Brooklyn, NY 11221'",40.70114,-73.92677,4.5,102,$$,26:12.0
FhXjAc6nKLf414KxYujUHw,Roberta's,Italian,"'261 Moore St, Brooklyn, NY 11206'",40.70493,-73.93399,4,2958,$$,26:12.0
dE_NbpR8bFmZVKNSPFZfUA,Tramezzini NYC,Italian,"'309 E Houston, New York, NY 10002'",40.72118484,-73.98347273,4.5,120,$$,26:12.0
0axnkZlDiQcJVc06DDXxGQ,Ristorante Il Melograno,Italian,"'501 W 51st St, New York, NY 10019'",40.76542897,-73.99141788,4,325,$$,26:12.0
ysqgdbSrezXgVwER2kQWKA,Juliana's Pizza,Italian,"'19 Old Fulton St, Brooklyn, NY 11201'",40.70274719,-73.9934349,4.5,2273,$$,26:12.0
